"CAD.Event.Number","Event.Clearance.Description","Call.Type","Priority","Initial.Call.Type","Final.Call.Type","Incident.Date","Blurred_Longitude","Blurred_Latitude","broad_category"
2014000054167,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-02-19,-122.28715965,47.61099714,"suspicious"
2014000045100,"REPORT WRITTEN (NO ARREST)","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2014-02-11,-122.28410155,47.61205754,"suspicious"
2014000043956,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2014-02-10,-122.28302061,47.6119038,"theft"
2014000043240,"ASSISTANCE RENDERED","911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2014-02-09,-122.28198512,47.61206168,"theft"
2014000040552,"REPORT WRITTEN (NO ARREST)","911",3,"HARAS - NO BIAS OR THREATS","DISTURBANCE - OTHER",2014-02-06,-122.28410155,47.61205754,"disturbance"
2014000023384,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","MISCHIEF OR NUISANCE - GENERAL",2014-01-22,-122.28411376,47.61150482,"disturbance"
2014000022414,"REPORT WRITTEN (NO ARREST)","911",2,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","ASSAULTS, OTHER",2014-01-21,-122.28410155,47.61205754,"disturbance"
2014000010073,"ASSISTANCE RENDERED","911",1,"OBS - PROWLER - IP/JO","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2014-01-10,-122.28410155,47.61205754,"disturbance"
2013000448065,"ASSISTANCE RENDERED","911",1,"UNKNOWN - COMPLAINT OF UNKNOWN NATURE","INTOX & LIQ VIOLS - INTOXICATED PERSON",2013-12-15,-122.28198512,47.61206168,"disturbance"
2013000443823,"ASSISTANCE RENDERED","911",3,"NUISANCE","DISTURBANCE - OTHER",2013-12-11,-122.28411376,47.61150482,"disturbance"
2013000442581,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2013-12-10,-122.28411376,47.61150482,"disturbance"
2013000426524,"FALSE COMPLAINT/UNFOUNDED","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2013-11-25,-122.28501219,47.61036516,"disturbance"
2013000424327,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2013-11-23,-122.28224625,47.61177635,"suspicious"
2013000410687,"REPORT WRITTEN (NO ARREST)","911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2013-11-12,-122.28224625,47.61177635,"prop.dmg"
2013000407398,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-11-09,-122.28631637,47.61037728,"suspicious"
2013000389977,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-10-27,-122.28712634,47.6122376,"suspicious"
2013000380588,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2013-10-19,-122.28198512,47.61206168,"disturbance"
2013000354421,"NO POLICE ACTION POSSIBLE OR NECESSARY","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","ASSIST OTHER AGENCY - CITY AGENCY",2013-09-29,-122.28603117,47.61210969,"prop.dmg"
2013000335134,"REPORT WRITTEN (NO ARREST)","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2013-09-14,-122.28607748,47.60979756,"theft"
2013000333257,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2013-09-13,-122.28302061,47.6119038,"disturbance"
2013000297378,"ASSISTANCE RENDERED","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-08-17,-122.28466559,47.61036119,"disturbance"
2013000261418,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2013-07-23,-122.28224625,47.61177635,"disturbance"
2013000232688,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-07-03,-122.28198512,47.61206168,"suspicious"
2013000223039,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"FIREWORKS (NO HAZARD)","ASSIST OTHER AGENCY - COUNTY AGENCY",2013-06-26,-122.28198512,47.61206168,"disturbance"
2013000207950,"REPORT WRITTEN (NO ARREST)","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCE - OTHER",2013-06-15,-122.28410155,47.61205754,"disturbance"
2013000181981,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2013-05-29,-122.28603117,47.61210969,"theft"
2013000181780,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2013-05-29,-122.28605121,47.61068396,"theft"
2013000132534,"ASSISTANCE RENDERED","911",2,"LEWD -  (EXPOSING, FLASHING)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-04-20,-122.28198512,47.61206168,"lewd"
2013000117816,"ASSISTANCE RENDERED","911",2,"OBS - MENTAL - PERSON OR PICKUP/TRANSPORT","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2013-04-08,-122.28410155,47.61205754,"disturbance"
2013000112135,"REPORT WRITTEN (NO ARREST)","911",2,"ASLT - WITH OR W/O WPNS (NO SHOOTINGS)","DISTURBANCE - OTHER",2013-04-03,-122.28410155,47.61205754,"violence"
2013000107702,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-03-31,-122.28484797,47.61100209,"suspicious"
2013000101694,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - OTHER",2013-03-26,-122.28198512,47.61206168,"disturbance"
2013000071035,"ASSISTANCE RENDERED","911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","DISTURBANCE - OTHER",2013-03-02,-122.28198512,47.61206168,"theft"
2013000067189,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",1,"PROPERTY - DAMAGE","ASSIST OTHER AGENCY - COUNTY AGENCY",2013-02-27,-122.28198512,47.61206168,"prop.dmg"
2013000057009,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-02-18,-122.28628788,47.60922285,"suspicious"
2013000056907,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-02-18,-122.28715965,47.61099714,"suspicious"
2013000051292,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-02-13,-122.28411376,47.61150482,"suspicious"
2013000051086,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-02-13,-122.28410155,47.61205754,"suspicious"
2013000038046,"FALSE COMPLAINT/UNFOUNDED","TELEPHONE OTHER, NOT 911",1,"UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE)","MISCHIEF OR NUISANCE - GENERAL",2013-02-02,-122.28410155,47.61205754,"disturbance"
2013000035344,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-01-31,-122.28198512,47.61206168,"suspicious"
2013000028146,"ASSISTANCE RENDERED","911",5,"TRU - HARASSMENT","DISTURBANCE - OTHER",2013-01-25,-122.2847205,47.61164609,"disturbance"
2013000019860,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-01-17,-122.28224624,47.61177635,"suspicious"
2013000006298,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2013-01-06,-122.28607748,47.60979756,"theft"
2013000002898,"REPORT WRITTEN (NO ARREST)","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","DISTURBANCE - FIGHT",2013-01-03,-122.28410155,47.61205754,"violence"
2013000002672,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2013-01-03,-122.28410155,47.61205754,"prop.dmg"
2012000425340,"ASSISTANCE RENDERED","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-12-13,-122.28198512,47.61206168,"suspicious"
2012000419324,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2012-12-08,-122.28410155,47.61205754,"prop.dmg"
2012000407728,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2012-11-29,-122.28410155,47.61205754,"disturbance"
2012000380830,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE - OTHER",2012-11-06,-122.28198512,47.61206168,"disturbance"
2012000374738,"ORAL WARNING GIVEN","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2012-11-01,-122.28411376,47.61150482,"traffic"
2012000328623,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2012-09-27,-122.28712634,47.6122376,"theft"
2012000328370,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-09-26,-122.28719052,47.60980993,"suspicious"
2012000313384,"ASSISTANCE RENDERED","911",3,"LIQUOR VIOLATIONS - ADULT","DISTURBANCE - OTHER",2012-09-16,-122.28715965,47.61099714,"disturbance"
2012000310465,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-09-14,-122.28224624,47.61177635,"suspicious"
2012000281609,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2012-08-23,-122.28410155,47.61205754,"disturbance"
2012000280098,"ASSISTANCE RENDERED","911",3,"PROPERTY - DAMAGE","DISTURBANCE - OTHER",2012-08-22,-122.28410155,47.61205754,"prop.dmg"
2012000275008,"ASSISTANCE RENDERED","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2012-08-18,-122.28302061,47.6119038,"theft"
2012000258949,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"NUISANCE","MISCHIEF OR NUISANCE - GENERAL",2012-08-06,-122.28410155,47.61205754,"disturbance"
2012000243412,"REPORT WRITTEN (NO ARREST)","911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2012-07-27,-122.28224625,47.61177635,"prop.dmg"
2012000216336,"REPORT WRITTEN (NO ARREST)","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2012-07-07,-122.28302061,47.6119038,"disturbance"
2012000209813,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-07-02,-122.28224624,47.61177635,"suspicious"
2012000185917,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"HARAS - NO BIAS OR THREATS","CRISIS COMPLAINT - GENERAL",2012-06-14,-122.28410155,47.61205754,"disturbance"
2012000185552,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"HARAS - NO BIAS OR THREATS","CRISIS COMPLAINT - GENERAL",2012-06-14,-122.28410155,47.61205754,"disturbance"
2012000160602,"REPORT WRITTEN (NO ARREST)","911",1,"ASLT - CRITICAL (NO SHOOTINGS)","ASSAULTS, OTHER",2012-05-24,-122.28410155,47.61205754,"violence"
2012000150760,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"BIAS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-05-16,-122.28410155,47.61205754,"disturbance"
2012000062473,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT & RECOVERY",2012-03-01,-122.28224625,47.61177635,"theft"
2012000055640,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-02-23,-122.28712634,47.6122376,"suspicious"
2012000030218,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2012-01-31,-122.28717553,47.61038711,"suspicious"
2012000006779,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","CRISIS COMPLAINT - GENERAL",2012-01-07,-122.28603117,47.61210969,"suspicious"
2012000002361,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"LEWD -  (EXPOSING, FLASHING)","CRISIS COMPLAINT - GENERAL",2012-01-03,-122.28198512,47.61206168,"lewd"
2011000384946,"REPORT WRITTEN (NO ARREST)","911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2011-11-29,-122.28410155,47.61205754,"theft"
2011000376313,"ASSISTANCE RENDERED","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-11-20,-122.28198512,47.61206168,"suspicious"
2011000374781,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","ASSIST OTHER AGENCY - CITY AGENCY",2011-11-19,-122.28715965,47.61099714,"suspicious"
2011000353089,"ASSISTANCE RENDERED","911",1,"OBS - PROWLER - IP/JO","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-10-29,-122.28348568,47.61233382,"disturbance"
2011000343902,"ORAL WARNING GIVEN","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-10-21,-122.28198512,47.61206168,"suspicious"
2011000327996,"ASSISTANCE RENDERED","ONVIEW",2,"TRAFFIC - BLOCKING ROADWAY","TRAFFIC - BLOCKING TRAFFIC",2011-10-06,-122.28198512,47.61206168,"traffic"
2011000312254,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","PROPERTY - MISSING PROPERTY",2011-09-22,-122.28224625,47.61177635,"theft"
2011000296448,"REPORT WRITTEN (NO ARREST)","911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2011-09-08,-122.28410155,47.61205754,"prop.dmg"
2011000288329,"ASSISTANCE RENDERED","911",5,"TRU - PROPERTY DESTRUCTION/DAMAGE","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2011-09-01,-122.28411376,47.61150482,"prop.dmg"
2011000274989,"ASSISTANCE RENDERED","911",4,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2011-08-21,-122.28302061,47.6119038,"traffic"
2011000245117,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2011-07-28,-122.2847205,47.61164609,"theft"
2011000245010,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2011-07-28,-122.2847205,47.61164609,"theft"
2011000239885,"ASSISTANCE RENDERED","911",3,"PARKS VIOLATIONS/CITES (INCLUDES EXCLUSIONS)","MISC MISD AND VIOLS - RECKLESS ENDANGERMENT",2011-07-24,-122.28224625,47.61177635,"disturbance"
2011000239466,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","CRISIS COMPLAINT - GENERAL",2011-07-23,-122.28198512,47.61206168,"disturbance"
2011000221499,"ASSISTANCE RENDERED","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2011-07-08,-122.28410155,47.61205754,"traffic"
2011000204815,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-06-25,-122.28609484,47.60922076,"suspicious"
2011000202281,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-06-23,-122.28715965,47.61099714,"suspicious"
2011000201753,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2011-06-23,-122.28607748,47.60979756,"theft"
2011000196089,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",2,"DISTURBANCE","DISTURBANCE - JUVENILE",2011-06-18,-122.28535162,47.61146516,"disturbance"
2011000188150,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - AUTO ACCESSORIES",2011-06-12,-122.28719052,47.60980993,"theft"
2011000139688,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2011-05-02,-122.28719052,47.60980993,"theft"
2011000136893,"ASSISTANCE RENDERED","911",2,"OBS - FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCE - NOISE",2011-04-30,-122.28198512,47.61206168,"disturbance"
2011000115779,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-04-11,-122.2847205,47.61164609,"suspicious"
2011000099420,"REPORT WRITTEN (NO ARREST)","911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2011-03-28,-122.28628788,47.60922285,"theft"
2011000096407,"ASSISTANCE RENDERED","911",1,"OBS - PROWLER - IP/JO","PROWLER - GENERAL",2011-03-25,-122.28410155,47.61205754,"disturbance"
2011000071094,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","CRISIS COMPLAINT - GENERAL",2011-03-02,-122.28715965,47.61099714,"suspicious"
2011000071042,"ORAL WARNING GIVEN","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","PROWLER - TRESPASS",2011-03-02,-122.28715965,47.61099714,"suspicious"
2011000039683,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","NARCOTICS - OTHER",2011-02-02,-122.28715965,47.61099714,"drug"
2011000008027,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2011-01-07,-122.28715965,47.61099714,"suspicious"
2010000434814,"REPORT WRITTEN (NO ARREST)","911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-12-18,-122.28559782,47.6107281,"theft"
2010000425298,"ASSISTANCE RENDERED","ONVIEW",2,"TRAFFIC - BLOCKING ROADWAY","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2010-12-10,-122.28198512,47.61206168,"traffic"
2010000412848,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",3,"PROPERTY - DAMAGE","PROPERTY DEST (DAMG)",2010-11-29,-122.28603117,47.61210969,"prop.dmg"
2010000409770,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-11-26,-122.28715965,47.61099714,"suspicious"
2010000402062,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-11-18,-122.28719052,47.60980993,"theft"
2010000400780,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","NARCOTICS - OTHER",2010-11-17,-122.28484797,47.61100209,"drug"
2010000394004,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-11-11,-122.28719051,47.60980992,"theft"
2010000385739,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-11-04,-122.28715965,47.61099714,"suspicious"
2010000360465,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","ASSIST PUBLIC - OTHER (NON-SPECIFIED)",2010-10-15,-122.28198512,47.61206168,"suspicious"
2010000360406,"ASSISTANCE RENDERED","911",2,"OBS - PROWLER","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-10-14,-122.28715964,47.61099714,"suspicious"
2010000338514,"ASSISTANCE RENDERED","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-09-27,-122.28302061,47.6119038,"suspicious"
2010000331942,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - CAR PROWL",2010-09-22,-122.28715965,47.61099714,"theft"
2010000320268,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",2,"SHOTS HEARD - DELAY","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-09-12,-122.28224625,47.61177635,"violence"
2010000316916,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-09-10,-122.28628788,47.60922285,"suspicious"
2010000315053,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2010-09-08,-122.28535162,47.61146516,"suspicious"
2010000289973,"REPORT WRITTEN (NO ARREST)","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - ALL OTHER",2010-08-19,-122.28587978,47.61037301,"theft"
2010000285029,"ASSISTANCE RENDERED","911",3,"HARAS - NO BIAS OR THREATS","CRISIS COMPLAINT - GENERAL",2010-08-15,-122.28410155,47.61205754,"disturbance"
2010000283465,"RADIO BROADCAST AND CLEAR","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-08-14,-122.28559782,47.6107281,"theft"
2010000281074,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",5,"TRU - THEFT","THEFT - BICYCLE",2010-08-12,-122.28468983,47.60975947,"theft"
2010000269651,"REPORT WRITTEN (NO ARREST)","911",3,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2010-08-04,-122.28410155,47.61205754,"theft"
2010000233342,"ASSISTANCE RENDERED","ONVIEW",7,"SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","INTOX & LIQ VIOLS - INTOXICATED PERSON",2010-07-08,-122.28198512,47.61206168,"suspicious"
2010000187153,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-06-04,-122.28715965,47.61099714,"theft"
2010000178110,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2010-05-29,-122.28587978,47.61037301,"disturbance"
2010000173275,"REPORT WRITTEN (NO ARREST)","911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-05-25,-122.28719052,47.60980993,"theft"
2010000172643,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-05-25,-122.28712634,47.6122376,"theft"
2010000172570,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-05-25,-122.28603117,47.61210969,"theft"
2010000165736,"ASSISTANCE RENDERED","911",3,"DISTURBANCE","DISTURBANCE - OTHER",2010-05-20,-122.28410155,47.61205754,"disturbance"
2010000163780,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-05-18,-122.28712634,47.6122376,"suspicious"
2010000162437,"ASSISTANCE RENDERED","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-05-17,-122.28603117,47.61210969,"suspicious"
2010000136225,"RADIO BROADCAST AND CLEAR","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","CRISIS COMPLAINT - GENERAL",2010-04-26,-122.28198512,47.61206168,"disturbance"
2010000125723,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","MISCHIEF OR NUISANCE - GENERAL",2010-04-18,-122.28659251,47.61159813,"disturbance"
2010000123254,"REPORT WRITTEN (NO ARREST)","911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-04-16,-122.28603117,47.61210969,"theft"
2010000121356,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"HARAS - NO BIAS OR THREATS","ASSAULTS - HARASSMENT, THREATS",2010-04-14,-122.28198512,47.61206168,"disturbance"
